Transaction ID,Date of Sale,Region,Sales Rep,Customer Segment,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Order Status,Delivery Time (Days),Payment Method
47da28d6,2023-08-31,Central,Andrea Booth,Enterprise,Toys,Doll,2,175.56,351.12,Returned,3.0,Credit Card
3f603147,2024-01-03,East,David Thornton,Enterprise,Electronics,Laptop,10,17.73,177.3,Pending,20.0,Credit Card
86331330,2023-04-22,North,Susan Lam,Enterprise,Electronics,Camera,5,79.51,397.55,Returned,12.0,PayPal
ba132385,2023-02-27,Central,Kathleen Gregory DDS,Enterprise,Food,Juice,1,901.54,901.54,Returned,6.0,
44c9a736,2024-11-01,South,Stacy Williams MD,Small Business,Appliances,Refrigerator,7,139.54,976.78,Returned,16.0,PayPal
cfd70358,2023-08-07,Central,Ryan Aguilar,Small Business,Furniture,Dining Table,1,409.14,409.14,Returned,1.0,Credit Card
17a52a3c,2023-01-23,East,Darrell Reynolds,Individual,Food,Chips,7,928.17,6497.19,Returned,16.0,PayPal
808f24e5,2024-06-28,West,Patrick Jimenez,Enterprise,Clothing,Shoes,4,775.78,3103.12,Pending,9.0,Credit Card
854851b0,2023-12-13,East,James Lang,Enterprise,Food,Chips,10,656.45,6564.5,Delivered,6.0,PayPal
794279cb,2023-07-31,South,Jose Wang,Individual,Toys,Doll,10,108.84,1088.4,Pending,2.0,Bank Transfer
a7f5816a,2023-07-16,East,Jasmine Bonilla,Small Business,Clothing,Jacket,10,834.26,8342.6,Returned,3.0,Credit Card
6e6ee4fc,2023-12-22,East,Dana Wu,Small Business,Toys,Puzzle,3,215.83,647.49,Delivered,6.0,Bank Transfer
fc739ab5,2023-04-26,North,Stephanie Durham,Individual,Electronics,Camera,6,155.68,934.08,Returned,16.0,PayPal
08d67911,2023-01-17,South,Vincent Cooper,Enterprise,Electronics,Laptop,4,143.25,573.0,Pending,16.0,Credit Card
137f2a19,2023-10-14,Central,John Martin,Enterprise,Electronics,Camera,7,873.74,6116.18,Pending,,
a944ae04,2024-07-14,South,Kayla Green,Small Business,Appliances,Blender,7,126.53,885.71,Returned,19.0,Credit Card
528adc67,2023-07-03,South,Brandon Diaz,Small Business,Furniture,Desk,6,798.08,4788.48,Delivered,20.0,Credit Card
2e59a2bf,2024-08-21,Central,Bruce Kelley,Small Business,Clothing,T-Shirt,9,534.29,4808.61,Pending,9.0,Credit Card
cc44dd12,2023-03-15,South,Nicole Moore,Small Business,Electronics,Tablet,6,528.61,3171.66,Pending,9.0,PayPal
f4efe92b,2024-12-25,North,Brittany George,Enterprise,Appliances,Refrigerator,5,77.21,386.05,Pending,,Bank Transfer
0864bfa4,2024-12-09,South,Julie Conrad,Enterprise,Clothing,Shoes,1,122.0,122.0,Returned,7.0,PayPal
78304c3f,2024-12-14,South,Robin Ellis,Small Business,Clothing,Jacket,4,289.37,1157.48,Pending,20.0,Credit Card
9b8b7ef0,2024-05-29,East,Olivia Morgan,Individual,Food,Juice,10,533.24,5332.4,Delivered,3.0,Credit Card
da73379c,2024-06-30,West,Amy Miller,Individual,Food,Cookies,3,851.31,2553.93,Delivered,2.0,PayPal
24c65e1b,2023-10-02,West,Michelle Robertson,Enterprise,Toys,Toy Car,6,575.21,3451.26,Delivered,10.0,PayPal
e4f50d6f,2024-05-14,Central,Christopher Davis,Individual,Electronics,Headphones,6,717.12,4302.72,Pending,19.0,PayPal
7f9b7e84,2023-07-02,South,April Turner,Enterprise,Electronics,Smartphone,2,792.77,1585.54,Pending,6.0,PayPal
48faa5d1,2024-07-11,North,Nicholas Thompson,Enterprise,Appliances,Toaster,7,802.3,5616.1,Pending,2.0,PayPal
835fe44b,2023-12-14,Central,Maria Hall,Enterprise,Toys,Doll,4,32.19,128.76,Delivered,6.0,PayPal
3912e4b3,2023-12-16,South,John Morrison,Enterprise,Appliances,Toaster,3,434.4,1303.2,Pending,9.0,Credit Card
584589ad,2024-02-05,North,Erin Wolfe,Individual,Electronics,Camera,4,305.03,1220.12,Delivered,6.0,Credit Card
b8e67926,2024-04-07,West,Veronica Richmond,Enterprise,Electronics,Headphones,2,783.75,1567.5,Delivered,5.0,PayPal
cb47b97a,2023-06-26,South,Kathy Peters,Individual,Food,Pasta,8,184.66,1477.28,Pending,5.0,PayPal
2d7f9115,2023-10-29,West,Debra Wilson,Individual,Furniture,Dining Table,9,425.94,3833.46,Returned,3.0,Credit Card
1885a15c,2024-05-28,North,Faith Meyers,Small Business,Furniture,Office Chair,9,772.31,6950.79,Delivered,,Bank Transfer
2351f8fa,2023-08-20,South,Mrs. Tina Jones,Small Business,Appliances,Air Fryer,7,381.17,2668.19,Returned,2.0,PayPal
3a31ef3f,2023-05-11,East,Mrs. Mary Stanley PhD,Enterprise,Furniture,Desk,1,150.69,150.69,Pending,13.0,Credit Card
f46d97a5,2023-07-31,Central,Brandon Guerrero,Small Business,Appliances,Air Fryer,10,493.48,4934.8,Delivered,8.0,PayPal
c1571a24,2023-12-02,West,Christina Nicholson,Enterprise,Electronics,Camera,1,214.95,214.95,Returned,,Credit Card
3829552b,2023-05-13,West,Alexandra Nelson,Small Business,Appliances,Air Fryer,10,137.66,1376.6,Returned,8.0,
17065246,2023-04-24,East,Megan Bell,Individual,Toys,Puzzle,8,420.01,3360.08,Returned,17.0,PayPal
7af701c6,2024-10-28,South,Kathryn Davis,Enterprise,Furniture,Sofa,1,797.0,797.0,Delivered,1.0,Bank Transfer
aa81a892,2024-11-30,West,Vicki Kaiser,Small Business,Toys,Puzzle,9,652.06,5868.54,Returned,8.0,PayPal
e0eb4da6,2023-09-12,South,Leah Harmon,Individual,Clothing,T-Shirt,9,842.78,7585.02,Returned,6.0,
4f8db1ce,2024-02-08,Central,Jose Turner,Small Business,Toys,Doll,8,270.16,2161.28,Pending,8.0,PayPal
ad2b9d2b,2023-12-19,South,Steven Smith,Small Business,Toys,Doll,1,613.75,613.75,Returned,5.0,PayPal
71f794e3,2023-09-09,West,Todd Williams,Small Business,Furniture,Sofa,10,226.18,2261.8,Delivered,4.0,Credit Card
794b22ea,2023-01-18,West,Jennifer Burgess,Small Business,Furniture,Dining Table,1,614.32,614.32,Returned,17.0,Bank Transfer
80fe4d1f,2024-03-27,Central,Margaret Harris,Individual,Food,Pasta,4,872.0,3488.0,Pending,9.0,Bank Transfer
5ae2f939,2023-03-22,Central,Mary Ray,Small Business,Furniture,Desk,9,439.8,3958.2,Returned,13.0,PayPal
13d5f30f,2023-01-17,South,Alicia Harvey,Individual,Appliances,Air Fryer,8,934.96,7479.68,Returned,6.0,Bank Transfer
ab9ee512,2024-02-14,West,Kathy Hansen,Enterprise,Appliances,Toaster,3,33.89,101.67,Delivered,7.0,Credit Card
3e5fd1c1,2023-12-15,Central,John Fischer,Individual,Appliances,Refrigerator,3,944.14,2832.42,Pending,,Bank Transfer
3ede4ece,2023-10-17,Central,Stacy Black,Small Business,Toys,Action Figure,7,549.23,3844.61,Pending,15.0,Bank Transfer
932e0aea,2023-12-25,West,Amy Combs,Enterprise,Food,Chips,6,765.65,4593.9,Delivered,12.0,PayPal
68e1c727,2023-03-24,Central,Tracey Velez,Enterprise,Appliances,Blender,1,177.51,177.51,Returned,4.0,PayPal
3578cf3f,2023-07-26,East,Jacqueline Maxwell,Small Business,Clothing,T-Shirt,10,568.47,5684.7,Pending,6.0,Bank Transfer
4c321b6e,2023-08-25,East,Mandy Hodges,Small Business,Food,Cookies,8,959.09,7672.72,Delivered,9.0,PayPal
6722273c,2023-04-26,South,Lindsay Crawford,Individual,Clothing,T-Shirt,1,850.49,850.49,Delivered,10.0,Bank Transfer
245b8f0d,2023-09-15,West,Christopher Adams,Enterprise,Food,Pasta,6,525.93,3155.58,Returned,14.0,Bank Transfer
d3a98327,2024-05-20,Central,Michael Wright,Small Business,Furniture,Sofa,6,638.65,3831.9,Delivered,19.0,Credit Card
c7cbdb36,2024-03-15,East,David Garcia III,Individual,Clothing,T-Shirt,2,679.17,1358.34,Returned,14.0,Credit Card
578ec82c,2024-02-21,East,Christopher Davis,Individual,Food,Cookies,6,557.46,3344.76,Delivered,,PayPal
dba0277a,2024-04-26,Central,Jessica Townsend,Enterprise,Clothing,Shoes,5,114.0,570.0,Pending,4.0,Credit Card
50796554,2023-04-03,East,Jennifer Daniels,Individual,Furniture,Bookshelf,7,676.48,4735.36,Pending,8.0,Bank Transfer
e9bf2193,2023-12-07,East,Justin Mason,Enterprise,Clothing,T-Shirt,5,236.47,1182.35,Returned,,PayPal
33edcb3f,2024-03-15,South,John Skinner,Small Business,Furniture,Sofa,7,650.11,4550.77,Returned,9.0,Credit Card
39bc01e3,2024-03-21,East,Mary Johnson,Enterprise,Food,Cookies,9,920.4,8283.6,Pending,15.0,PayPal
905d06f2,2023-11-16,Central,Gwendolyn Walters,Enterprise,Furniture,Dining Table,5,989.17,4945.85,Returned,5.0,Bank Transfer
aa6addf8,2024-11-20,Central,Tracey King,Small Business,Food,Juice,7,908.55,6359.85,Returned,13.0,PayPal
3a8dd8cc,2024-08-03,South,Beth Brown,Enterprise,Furniture,Bookshelf,7,449.43,3146.01,Returned,16.0,Credit Card
388ca564,2023-05-08,South,Michelle Donaldson,Small Business,Electronics,Tablet,6,552.95,3317.7,Returned,15.0,Credit Card
df18b66c,2025-01-13,East,Larry Williams,Enterprise,Food,Juice,4,518.81,2075.24,Pending,7.0,Bank Transfer
88f04073,2023-09-14,Central,Ronald Villanueva,Small Business,Food,Cookies,5,125.58,627.9,Returned,17.0,Bank Transfer
522f076a,2024-04-19,West,Zachary Whitaker,Enterprise,Clothing,T-Shirt,1,355.61,355.61,Returned,13.0,Credit Card
c295d57f,2023-12-15,Central,Mary Daniel,Small Business,Clothing,Shoes,6,961.97,5771.82,Pending,7.0,PayPal
e9b01c71,2024-10-27,North,John Snyder,Individual,Electronics,Smartphone,8,442.46,3539.68,Pending,3.0,Bank Transfer
73042bbc,2023-07-18,Central,Alyssa Cisneros,Individual,Furniture,Office Chair,2,253.01,506.02,Delivered,18.0,PayPal
40c1dbf8,2023-09-17,Central,Megan Hooper,Individual,Food,Chips,3,244.33,732.99,Pending,1.0,Credit Card
a761d4be,2024-03-14,West,Ms. Colleen Mccoy DDS,Individual,Furniture,Office Chair,3,790.1,2370.3,Returned,6.0,Credit Card
95e7357f,2023-04-30,East,Annette Richardson,Individual,Furniture,Desk,4,702.64,2810.56,Delivered,1.0,Credit Card
12aea6ac,2024-08-22,West,Jonathan Ruiz,Enterprise,Toys,Toy Car,2,452.77,905.54,Pending,10.0,Bank Transfer
733afdc7,2024-07-29,South,Keith Thompson,Individual,Electronics,Laptop,1,736.52,736.52,Pending,11.0,PayPal
153a26e5,2023-12-28,Central,Carol Moore,Individual,Clothing,Jeans,2,340.26,680.52,Delivered,18.0,Credit Card
bfe34278,2024-02-28,Central,Paul Hall,Enterprise,Appliances,Toaster,2,137.72,275.44,Pending,12.0,Credit Card
8b4e0b72,2023-03-15,West,Penny Lam,Small Business,Food,Cookies,8,128.69,1029.52,Returned,6.0,Bank Transfer
732f5755,2023-06-22,South,Christine Boyer,Enterprise,Electronics,Headphones,7,482.82,3379.74,Pending,4.0,PayPal
5ffe63c1,2023-11-19,West,Stacy Johnson,Small Business,Toys,Toy Car,7,23.27,162.89,Delivered,18.0,Credit Card
d2b98c06,2023-03-30,North,Lisa Hampton,Enterprise,Electronics,Laptop,4,32.54,130.16,Returned,17.0,Bank Transfer
2812820d,2024-07-21,Central,Rickey Lee,Individual,Food,Chips,4,244.17,976.68,Pending,,PayPal
fa3e7045,2023-07-17,North,Douglas West,Enterprise,Appliances,Blender,10,192.02,1920.2,Pending,7.0,PayPal
e499169b,2024-04-11,Central,Dennis Fuller,Enterprise,Furniture,Dining Table,3,880.95,2642.85,Returned,4.0,Credit Card
3faed652,2023-07-22,North,Diane Compton,Small Business,Appliances,Microwave,6,691.11,4146.66,Returned,10.0,Credit Card
0fc744a4,2023-05-23,North,Connie Cooper,Small Business,Appliances,Blender,3,845.62,2536.86,Delivered,4.0,Credit Card
63592ab2,2024-09-04,South,Dalton Beasley,Small Business,Clothing,Jeans,5,683.82,3419.1,Pending,,PayPal
9ae88856,2024-11-05,East,Misty Kelley,Enterprise,Electronics,Headphones,1,393.4,393.4,Delivered,16.0,PayPal
cf2eee9d,2024-09-11,South,Derek Stevenson,Enterprise,Electronics,Tablet,8,777.91,6223.28,Pending,12.0,PayPal
d2026f2c,2023-05-29,South,Joseph Grant,Small Business,Appliances,Refrigerator,6,152.59,915.54,Pending,8.0,Bank Transfer
57622301,2024-10-08,North,Carla Richards,Individual,Food,Cookies,1,657.49,657.49,Delivered,13.0,Bank Transfer
bee8493c,2023-06-23,Central,Russell Hill,Small Business,Clothing,Jacket,7,779.22,5454.54,Delivered,20.0,Bank Transfer
26b0c51a,2023-07-12,West,Beverly Gonzalez,Enterprise,Furniture,Dining Table,10,922.19,9221.9,Returned,16.0,Credit Card
8459cc25,2023-06-25,Central,Terri Gillespie,Enterprise,Toys,Toy Car,5,914.83,4574.15,Pending,,Bank Transfer
79b231f9,2023-04-22,South,Joyce Booth,Enterprise,Toys,Doll,7,453.85,3176.95,Delivered,17.0,PayPal
186e7fbd,2023-04-04,West,Anthony Cox,Small Business,Food,Pasta,9,935.45,8419.05,Delivered,5.0,Credit Card
e8d340c0,2023-05-22,Central,Kristin Andersen,Individual,Furniture,Sofa,4,377.6,1510.4,Delivered,17.0,Bank Transfer
a37120bc,2023-07-20,Central,Justin Graham,Enterprise,Electronics,Camera,9,782.22,7039.98,Delivered,13.0,Bank Transfer
599e62bf,2023-10-04,South,Jennifer Stephens,Enterprise,Furniture,Bookshelf,3,938.96,2816.88,Returned,8.0,Bank Transfer
55ab9b5d,2024-03-17,North,Zachary Mclaughlin,Small Business,Furniture,Dining Table,5,337.21,1686.05,Returned,13.0,PayPal
0ed20a80,2024-08-18,Central,Christopher Vazquez,Small Business,Clothing,Jeans,3,731.7,2195.1,Pending,13.0,Bank Transfer
3e726e1f,2024-10-30,West,Nancy Newton,Enterprise,Toys,Doll,2,649.28,1298.56,Returned,,PayPal
edcb96e9,2023-10-22,South,Paige Reyes,Individual,Furniture,Office Chair,2,235.81,471.62,Delivered,19.0,Credit Card
f8bebecc,2023-12-16,South,Danny Braun,Individual,Food,Chips,2,829.65,1659.3,Delivered,,PayPal
ab9167f3,2024-10-03,Central,Kirk Alvarez,Enterprise,Toys,Board Game,1,598.15,598.15,Returned,10.0,PayPal
16a052d1,2023-07-12,South,Margaret Roberson,Individual,Food,Juice,8,470.08,3760.64,Delivered,,Credit Card
690a9030,2023-06-12,South,Patrick Gross,Enterprise,Furniture,Sofa,4,480.25,1921.0,Pending,3.0,Credit Card
3893687d,2024-11-04,Central,Bryan Turner,Individual,Food,Pasta,4,297.65,1190.6,Delivered,17.0,Bank Transfer
9df81d80,2023-06-15,East,David Jordan,Enterprise,Appliances,Microwave,5,391.1,1955.5,Delivered,15.0,Bank Transfer
44f7e653,2024-04-27,North,David Simmons,Small Business,Food,Chips,8,458.01,3664.08,Delivered,16.0,Bank Transfer
d79b0894,2023-09-27,South,Timothy Baker,Enterprise,Toys,Doll,3,216.17,648.51,Returned,12.0,PayPal
47ae00f6,2024-09-06,West,Curtis Woodward,Individual,Electronics,Headphones,3,957.54,2872.62,Pending,18.0,Credit Card
3004d2fd,2024-02-06,Central,Andrew Chapman,Enterprise,Furniture,Sofa,2,320.8,641.6,Delivered,16.0,PayPal
82d01c01,2023-06-15,East,Sonia Norman,Enterprise,Clothing,T-Shirt,8,609.68,4877.44,Pending,15.0,PayPal
2253e45e,2023-06-12,North,Melissa Ferguson,Small Business,Clothing,Dress,6,734.92,4409.52,Pending,5.0,Credit Card
39c919d4,2023-01-22,West,Paula Hendricks,Individual,Food,Pasta,1,57.01,57.01,Delivered,13.0,Credit Card
330ba22c,2024-12-05,East,Shawn Smith,Enterprise,Furniture,Bookshelf,3,839.45,2518.35,Delivered,10.0,
b43e0528,2024-05-12,North,Aaron Wall,Small Business,Appliances,Blender,7,404.2,2829.4,Returned,10.0,Credit Card
aab85f41,2024-10-02,East,Mrs. Lauren Anderson DDS,Enterprise,Electronics,Headphones,6,333.89,2003.34,Delivered,19.0,PayPal
4ffbfd2e,2024-07-27,South,Melissa Flores,Enterprise,Appliances,Blender,7,620.19,4341.33,Pending,4.0,Credit Card
ff25da7e,2023-06-28,Central,Wendy Petty,Individual,Electronics,Camera,1,960.87,960.87,Pending,12.0,Credit Card
3882a9da,2023-06-23,Central,Victor Hardy,Enterprise,Appliances,Microwave,4,232.75,931.0,Returned,15.0,Credit Card
e01ff65a,2023-06-01,East,James Stewart,Small Business,Toys,Doll,10,395.03,3950.3,Delivered,19.0,PayPal
16149ae7,2023-03-03,West,Kathryn Mann,Individual,Clothing,Jacket,3,699.54,2098.62,Pending,17.0,Bank Transfer
5d639ffa,2023-04-14,West,Teresa Cook,Small Business,Toys,Toy Car,10,907.87,9078.7,Pending,,PayPal
1615d304,2025-01-16,South,Jared Miranda,Small Business,Appliances,Blender,7,517.38,3621.66,Pending,16.0,Credit Card
dc7c1b50,2024-04-12,East,Tracy White,Individual,Appliances,Refrigerator,2,698.13,1396.26,Returned,1.0,Bank Transfer
fa41d58d,2023-11-24,East,Kristin Ward,Small Business,Food,Chips,7,111.99,783.93,Pending,,Credit Card
639c0068,2023-12-24,South,Nicholas Garner,Enterprise,Food,Cookies,1,35.68,35.68,Returned,,Credit Card
2ac8150c,2024-06-20,East,Mary Franklin,Small Business,Toys,Action Figure,5,584.68,2923.4,Returned,16.0,PayPal
9857fceb,2023-12-04,North,Micheal Durham,Individual,Clothing,Dress,6,418.25,2509.5,Returned,16.0,PayPal
cf852375,2023-03-31,South,Nicole Stevens,Small Business,Appliances,Air Fryer,9,382.66,3443.94,Returned,,PayPal
05bb32d8,2023-05-13,West,Mark Oconnell,Enterprise,Electronics,Headphones,10,907.28,9072.8,Pending,11.0,PayPal
473248d7,2024-12-14,North,Samuel Pacheco,Individual,Furniture,Desk,3,414.41,1243.23,Pending,14.0,
0c63cf37,2024-11-29,West,Lisa Romero,Individual,Appliances,Microwave,5,935.99,4679.95,Pending,17.0,Bank Transfer
716fe81f,2023-11-14,Central,Adriana Clark,Enterprise,Electronics,Laptop,6,772.84,4637.04,Pending,3.0,Bank Transfer
334f34ad,2023-05-13,South,Darryl Juarez,Small Business,Furniture,Desk,2,453.0,906.0,Delivered,5.0,Credit Card
4b978965,2023-03-29,North,Dawn Tate,Enterprise,Appliances,Blender,10,393.57,3935.7,Pending,2.0,Bank Transfer
a6e98246,2023-09-17,East,Catherine Walter,Individual,Toys,Action Figure,1,611.0,611.0,Delivered,,Bank Transfer
a56e32e7,2024-10-06,West,Jessica Leonard,Individual,Furniture,Office Chair,4,645.41,2581.64,Delivered,19.0,Credit Card
276b2ce5,2024-01-05,East,Heather Combs,Small Business,Electronics,Headphones,2,86.76,173.52,Pending,9.0,Credit Card
9815fa37,2024-05-21,West,Frank Joseph,Individual,Food,Cookies,1,796.07,796.07,Returned,4.0,Credit Card
66a7511a,2024-06-25,North,Austin Davis MD,Small Business,Clothing,Dress,8,929.91,7439.28,Pending,8.0,Bank Transfer
7aed48d3,2023-09-09,Central,Jacob Anderson,Individual,Toys,Board Game,4,422.55,1690.2,Pending,7.0,Credit Card
782db1e8,2023-04-13,South,Emily Cain,Enterprise,Furniture,Desk,3,930.7,2792.1,Returned,4.0,Bank Transfer
31c50e76,2024-11-16,Central,Jennifer Stewart,Enterprise,Electronics,Headphones,8,957.64,7661.12,Delivered,18.0,Credit Card
91512397,2023-08-24,North,Roberta Turner,Enterprise,Clothing,T-Shirt,4,42.5,170.0,Pending,9.0,Bank Transfer
11d2fa69,2023-10-23,Central,Marcus Sampson,Small Business,Electronics,Tablet,9,466.66,4199.94,Delivered,14.0,Credit Card
ff7d34d0,2023-11-23,Central,Kelly Rodriguez,Individual,Furniture,Dining Table,4,786.8,3147.2,Returned,4.0,PayPal
6cf30985,2024-04-14,North,Tiffany Pratt,Individual,Toys,Doll,6,764.91,4589.46,Pending,15.0,
4ab75ddd,2024-12-09,Central,Jerry Griffin,Individual,Toys,Puzzle,4,288.42,1153.68,Returned,15.0,PayPal
476dd305,2023-04-05,West,Andrew Taylor,Individual,Toys,Doll,3,915.77,2747.31,Delivered,10.0,Credit Card
49ddb36e,2023-03-12,West,Amy Price,Individual,Clothing,Dress,6,162.02,972.12,Delivered,16.0,Bank Transfer
8adc4c99,2023-02-04,East,Anthony Krause,Enterprise,Food,Chips,2,317.96,635.92,Returned,1.0,PayPal
b3dc13a3,2023-02-03,North,Randy Obrien,Enterprise,Clothing,T-Shirt,8,897.83,7182.64,Returned,9.0,PayPal
e4fccf2c,2023-06-10,East,Emma Gutierrez,Enterprise,Toys,Action Figure,1,684.3,684.3,Returned,6.0,PayPal
70d68930,2023-01-19,North,Rachel Stafford,Individual,Toys,Doll,5,364.79,1823.95,Returned,8.0,Bank Transfer
6fe5e03a,2025-01-14,East,Tanya Perez,Small Business,Clothing,T-Shirt,10,614.67,6146.7,Pending,,Credit Card
49b3fb92,2024-03-15,East,James Dodson,Individual,Appliances,Refrigerator,6,636.72,3820.32,Delivered,1.0,Bank Transfer
51d38fde,2025-01-14,South,Christine Martinez,Small Business,Electronics,Tablet,10,463.83,4638.3,Returned,16.0,Bank Transfer
638be047,2024-04-24,Central,Peggy Cross,Enterprise,Appliances,Air Fryer,6,515.61,3093.66,Delivered,19.0,Credit Card
a4d80a74,2024-04-20,Central,Katrina Ray,Small Business,Food,Pasta,2,974.37,1948.74,Delivered,18.0,Bank Transfer
05a829f1,2024-05-14,West,James Coffey,Small Business,Toys,Board Game,2,338.99,677.98,Delivered,1.0,Credit Card
9daeddd4,2023-11-19,East,Tammy Lane,Small Business,Furniture,Desk,10,127.34,1273.4,Delivered,3.0,Bank Transfer
9752bb4d,2024-07-23,North,Steven Bray,Individual,Electronics,Laptop,10,878.61,8786.1,Returned,20.0,Credit Card
84795921,2024-09-07,Central,Patricia Jackson,Small Business,Food,Juice,9,854.67,7692.03,Returned,,Credit Card
d72221b8,2024-10-28,Central,Julian Gonzalez,Individual,Clothing,T-Shirt,9,336.51,3028.59,Delivered,8.0,Credit Card
5c9f35c2,2023-07-26,West,Jeffrey English,Enterprise,Furniture,Dining Table,2,516.97,1033.94,Pending,6.0,Bank Transfer
f9e927fd,2024-11-14,South,Jamie Rivera,Enterprise,Appliances,Toaster,3,991.99,2975.97,Returned,,Bank Transfer
2721f87c,2024-06-19,South,Alexander Brooks,Small Business,Toys,Board Game,9,171.5,1543.5,Returned,4.0,Bank Transfer
5a49ced4,2023-08-27,West,Mathew Nguyen,Individual,Toys,Board Game,10,182.5,1825.0,Returned,8.0,
1a9e850d,2024-03-28,South,Mackenzie Randolph,Small Business,Furniture,Bookshelf,9,580.41,5223.69,Delivered,6.0,Bank Transfer
8c475ae3,2023-06-23,North,Chelsea Smith,Small Business,Furniture,Bookshelf,6,621.05,3726.3,Pending,,Bank Transfer
a0dd6637,2024-07-06,South,David Ferguson,Individual,Electronics,Tablet,9,297.25,2675.25,Delivered,4.0,Credit Card
e0e6cf9d,2024-08-25,West,James Jenkins,Small Business,Appliances,Microwave,10,606.36,6063.6,Returned,6.0,Bank Transfer
c713b774,2024-07-12,West,Alyssa Hull,Small Business,Furniture,Dining Table,4,933.6,3734.4,Delivered,,Credit Card
cb286df6,2023-12-14,West,Jon Larson,Small Business,Clothing,T-Shirt,10,940.58,9405.8,Pending,15.0,Bank Transfer
a375723e,2023-10-10,South,Ryan Boyd,Enterprise,Furniture,Sofa,3,584.72,1754.16,Returned,14.0,Credit Card
198f2431,2023-06-08,North,Mr. Todd Carter PhD,Enterprise,Furniture,Bookshelf,2,725.53,1451.06,Delivered,20.0,Bank Transfer
6fbdbfcf,2025-01-13,South,Shane Ballard,Individual,Food,Pasta,6,678.75,4072.5,Returned,3.0,Credit Card
009f37fa,2024-06-21,West,Tiffany Hall,Enterprise,Toys,Toy Car,5,766.71,3833.55,Delivered,17.0,PayPal
f849aea7,2024-12-02,South,Stephanie Christian,Individual,Clothing,Dress,10,15.0,150.0,Delivered,6.0,Bank Transfer
a87ac9d6,2024-09-25,North,Douglas Burnett,Individual,Appliances,Toaster,2,785.86,1571.72,Delivered,,Bank Transfer
e84dc632,2023-11-27,Central,Maria Black,Enterprise,Toys,Puzzle,10,543.41,5434.1,Returned,3.0,PayPal
45a6db02,2023-06-30,East,Judy Schneider,Individual,Electronics,Laptop,10,771.98,7719.8,Returned,12.0,
dd88207a,2023-10-12,Central,Robin Kelly,Enterprise,Toys,Action Figure,4,541.81,2167.24,Returned,15.0,PayPal
ca07c15d,2023-01-20,East,Kathleen Taylor,Individual,Electronics,Camera,4,601.83,2407.32,Pending,17.0,PayPal
7fe91d9e,2024-10-16,Central,Tom Howard,Individual,Furniture,Desk,9,663.71,5973.39,Delivered,,PayPal
daa8ff7e,2023-06-08,East,David Thompson,Small Business,Furniture,Desk,10,599.01,5990.1,Pending,5.0,Bank Transfer
fbb5397b,2024-08-13,North,Jessica Rodriguez,Small Business,Toys,Puzzle,1,239.07,239.07,Delivered,13.0,Credit Card
86a18b92,2023-01-17,Central,Melanie Mendoza,Small Business,Food,Pasta,4,350.18,1400.72,Pending,14.0,Bank Transfer
55306d85,2024-10-16,East,Austin Walker,Small Business,Clothing,Dress,4,459.87,1839.48,Delivered,15.0,Bank Transfer
0c2aba1b,2023-10-30,East,Jared Walters,Individual,Toys,Toy Car,6,929.85,5579.1,Delivered,16.0,Bank Transfer
3b5af732,2023-05-16,East,Russell Snyder,Small Business,Toys,Doll,3,194.85,584.55,Returned,9.0,Credit Card
36b80aac,2023-06-02,Central,Jill Hill,Enterprise,Furniture,Sofa,9,336.98,3032.82,Pending,,Bank Transfer
cea0c0e3,2024-10-28,West,Nicholas Richards,Enterprise,Electronics,Smartphone,2,284.91,569.82,Pending,17.0,Bank Transfer
7928f7da,2023-03-09,Central,April Riley,Individual,Food,Cookies,9,462.31,4160.79,Delivered,15.0,PayPal
43715494,2025-01-10,Central,Angela Byrd,Small Business,Appliances,Air Fryer,5,383.19,1915.95,Pending,20.0,PayPal
c51e1992,2024-11-06,West,Keith Palmer,Small Business,Food,Cookies,8,437.91,3503.28,Returned,17.0,Credit Card
f98cdc5d,2023-01-21,West,Ariana James,Individual,Clothing,Jacket,6,579.45,3476.7,Returned,19.0,PayPal
c4877da1,2024-10-01,West,Katherine Fisher,Individual,Electronics,Smartphone,3,132.8,398.4,Delivered,6.0,Credit Card
d09749d1,2023-06-06,East,Margaret Travis,Individual,Food,Chips,10,365.49,3654.9,Returned,20.0,PayPal
f8cb9525,2024-01-07,Central,Victoria Bryant,Small Business,Electronics,Smartphone,9,988.46,8896.14,Delivered,,PayPal
2ff5199d,2024-11-26,West,Johnny Bernard,Small Business,Furniture,Dining Table,8,382.03,3056.24,Returned,10.0,PayPal
37df726e,2023-06-05,South,Sharon Walker,Enterprise,Clothing,Dress,5,790.16,3950.8,Pending,8.0,PayPal
836b58e6,2024-06-11,West,Danielle Meyers,Small Business,Electronics,Camera,7,243.46,1704.22,Delivered,20.0,Bank Transfer
a985ae68,2024-09-23,Central,Kevin Flynn,Individual,Toys,Doll,1,815.27,815.27,Pending,3.0,Credit Card
6e2d8f9f,2024-01-27,North,Robert Long,Small Business,Clothing,T-Shirt,7,684.23,4789.61,Delivered,5.0,Credit Card
459ee063,2023-03-25,South,Kelly Adams,Individual,Clothing,Jeans,2,912.21,1824.42,Pending,8.0,Bank Transfer
2a108b63,2024-09-16,South,Kari West,Enterprise,Toys,Puzzle,1,101.22,101.22,Delivered,9.0,Bank Transfer
